PF07885	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF07885	1.A.1.29.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.2.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF02214	1.A.1.2.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF03493	1.A.1.3.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.3.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00023	1.A.1.4.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00027	1.A.1.4.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF11834	1.A.1.4.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.4.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF00027	1.A.1.4.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF11834	1.A.1.4.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.4.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF00027	1.A.1.5.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.5.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF08412	1.A.1.5.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF07885	1.A.1.7.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF07885	1.A.1.9.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF08763	1.A.1.11.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.11.2	The Voltage-gated Ion Channel (VIC) Superfamily
PF08763	1.A.1.11.3	The Voltage-gated Ion Channel (VIC) Superfamily
PF00520	1.A.1.11.3	The Voltage-gated Ion Channel (VIC) Superfamily
PF07885	1.A.1.12.1	The Voltage-gated Ion Channel (VIC) Superfamily
PF01094	1.A.10.1.1	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF00060	1.A.10.1.1	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF10613	1.A.10.1.1	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF01094	1.A.10.1.2	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF00060	1.A.10.1.2	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF10613	1.A.10.1.2	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF01094	1.A.10.1.3	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF00060	1.A.10.1.3	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF10565	1.A.10.1.3	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF00497	1.A.10.1.3	The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors
PF08434	1.A.13.1.1	The Epithelial Chloride Channel (E-ClC) Family
PF09315	1.A.13.1.1	The Epithelial Chloride Channel (E-ClC) Family
PF00092	1.A.13.1.1	The Epithelial Chloride Channel (E-ClC) Family
PF08434	1.A.13.1.2	The Epithelial Chloride Channel (E-ClC) Family
PF09315	1.A.13.1.2	The Epithelial Chloride Channel (E-ClC) Family
PF00092	1.A.13.1.2	The Epithelial Chloride Channel (E-ClC) Family
PF03839	1.A.15.1.1	The Non-selective Cation Channel-2 (NSCC2) Family
PF03839	1.A.15.1.6	The Non-selective Cation Channel-2 (NSCC2) Family
PF02953	3.A.8.1.1	The Mitochondrial Protein Translocase (MPT) Family
PF00599	1.A.19.1.1	The Type A Influenza Virus Matrix-2 Channel (M2-C) Family
PF01007	1.A.2.1.1	The Inward Rectifier K<sup>+</sup> Channel (IRK-C) Family
PF01007	1.A.2.1.2	The Inward Rectifier K<sup>+</sup> Channel (IRK-C) Family
PF08466	1.A.2.1.2	The Inward Rectifier K<sup>+</sup> Channel (IRK-C) Family
PF01007	1.A.2.1.3	The Inward Rectifier K<sup>+</sup> Channel (IRK-C) Family
PF01496	3.A.2.2.4	The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily
PF06553	1.A.20.1.2	The BCL2/Adenovirus E1B-interacting Protein 3 (BNip3) Family
PF02931	1.A.9.4.2	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
PF01490	2.A.18.6.8	The Amino Acid/Auxin Permease (AAAP) Family
PF00324	2.A.3.10.20	The Amino Acid-Polyamine-Organocation (APC) Family
PF03092	2.A.71.2.2	The Folate-Biopterin Transporter (FBT) Family
PF00452	1.A.21.1.1	The Bcl-2 (Bcl-2) Family
PF02180	1.A.21.1.1	The Bcl-2 (Bcl-2) Family
PF01741	1.A.22.1.1	The Large Conductance Mechanosensitive Ion Channel (MscL) Family
PF01741	1.A.22.1.2	The Large Conductance Mechanosensitive Ion Channel (MscL) Family
PF00924	1.A.23.1.1	The Small Conductance Mechanosensitive Ion Channel (MscS) Family
PF00924	1.A.23.2.1	The Small Conductance Mechanosensitive Ion Channel (MscS) Family
PF05552	1.A.23.2.1	The Small Conductance Mechanosensitive Ion Channel (MscS) Family
PF00029	1.A.24.1.1	The Gap Junction-forming Connexin (Connexin) Family
PF03508	1.A.24.1.1	The Gap Junction-forming Connexin (Connexin) Family
PF10582	1.A.24.1.1	The Gap Junction-forming Connexin (Connexin) Family
PF00876	1.A.25.1.3	The Gap Junction-forming Innexin (Innexin) Family
PF00876	1.A.25.1.4	The Gap Junction-forming Innexin (Innexin) Family
PF02038	1.A.27.1.1	The Phospholemman (PLM) Family
PF02038	1.A.27.1.2	The Phospholemman (PLM) Family
PF02038	1.A.27.2.1	The Phospholemman (PLM) Family
PF03253	1.A.28.1.1	The Urea Transporter (UT) Family
PF03253	1.A.28.1.2	The Urea Transporter (UT) Family
PF02293	1.A.29.1.1	The Urea/Amide Channel (UAC) Family
PF02293	1.A.29.1.2	The Urea/Amide Channel (UAC) Family
PF02293	1.A.29.1.3	The Urea/Amide Channel (UAC) Family
PF08709	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF00520	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF02815	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF08454	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF06459	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF01365	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF02026	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF00622	1.A.3.1.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF08709	1.A.3.2.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF00520	1.A.3.2.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF02815	1.A.3.2.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF08454	1.A.3.2.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF01365	1.A.3.2.1	The Ryanodine-Inositol 1,4,5-triphosphate Receptor Ca<sup>2+</sup> Channel (RIR-CaC) Family
PF00191	1.A.31.1.1	The Annexin (Annexin) Family
PF04159	1.A.32.1.1	The Type B Influenza Virus NB Channel (NB-C) Family
