1BL8	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1F6G	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1J95	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1JQ1	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1JQ2	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1JVM	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1K4C	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1K4D	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1R3I	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1R3J	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1R3K	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1R3L	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1S33	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
1ZWI	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2A9H	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2ATK	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2BOB	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2BOC	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2DWD	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2DWE	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2H8P	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2HG5	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2HJF	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2HVJ	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2HVK	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2IH1	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2IH3	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2ITC	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2ITD	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2JK5	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2NLJ	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
2P7T	1.A.1.1.1	The Voltage-gated Ion Channel (VIC) Superfamily
